exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
Lu BF EU sex combined 5 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006464	121885	rs1558902	0.933241526027149	0.23972265633382	9.90100660779265e-05
Lu BF EU sex combined 5 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006464	121885	rs6728726	0.918692175359172	0.199527507013608	4.13779042263314e-06
Lu BF EU sex combined 5 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006464	121885	rs6857	0.839218669925062	0.212570545624323	7.88220468383508e-05
Lu BF EU sex combined 5 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006464	121885	rs693839	0.955475530068742	0.199378928054917	1.64913535097951e-06
Lu BF EU sex combined 5 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006464	121885	rs9906944	1.00076558751014	0.203973964345736	9.27916929684599e-07
Lu BF EU sex combined 5 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006464	121885	All	0.930922865553603	0.187447245054629	6.82355834263567e-07
Lu BF EU sex combined 5 SNPs	Endometrial cancer (endometrioid histology) || id:ebi-a-GCST006465	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006465	54884	rs1558902	0.875086906918511	0.28388022315801	0.00205206283700052
Lu BF EU sex combined 5 SNPs	Endometrial cancer (endometrioid histology) || id:ebi-a-GCST006465	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006465	54884	rs6728726	0.973442810232011	0.246928176179917	8.07341234740125e-05
Lu BF EU sex combined 5 SNPs	Endometrial cancer (endometrioid histology) || id:ebi-a-GCST006465	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006465	54884	rs6857	0.912595557729923	0.250240181657348	0.000265445280064646
Lu BF EU sex combined 5 SNPs	Endometrial cancer (endometrioid histology) || id:ebi-a-GCST006465	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006465	54884	rs693839	1.10761638926977	0.235410051004521	2.53802006017406e-06
Lu BF EU sex combined 5 SNPs	Endometrial cancer (endometrioid histology) || id:ebi-a-GCST006465	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006465	54884	rs9906944	1.11158958302027	0.240621663108418	3.84374685639398e-06
Lu BF EU sex combined 5 SNPs	Endometrial cancer (endometrioid histology) || id:ebi-a-GCST006465	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006465	54884	All	1.00544844336654	0.22126388117217	5.51666280146601e-06
Lu BF EU sex combined 5 SNPs	Endometrial cancer (Non-endometrioid histology) || id:ebi-a-GCST006466	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006466	36677	rs1558902	1.05717485137571	0.971026067069685	0.276277673929857
Lu BF EU sex combined 5 SNPs	Endometrial cancer (Non-endometrioid histology) || id:ebi-a-GCST006466	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006466	36677	rs6728726	0.847144366940918	0.80923358330242	0.295169797137501
Lu BF EU sex combined 5 SNPs	Endometrial cancer (Non-endometrioid histology) || id:ebi-a-GCST006466	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006466	36677	rs6857	0.0453227949039699	0.616889803618622	0.941432243731148
Lu BF EU sex combined 5 SNPs	Endometrial cancer (Non-endometrioid histology) || id:ebi-a-GCST006466	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006466	36677	rs693839	0.640921033414984	0.840246267524703	0.445596040743289
Lu BF EU sex combined 5 SNPs	Endometrial cancer (Non-endometrioid histology) || id:ebi-a-GCST006466	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006466	36677	rs9906944	0.95061371091989	0.760899246892814	0.211544661570767
Lu BF EU sex combined 5 SNPs	Endometrial cancer (Non-endometrioid histology) || id:ebi-a-GCST006466	Lu BF EU sex combined 5 SNPs	ebi-a-GCST006466	36677	All	0.696876293686971	0.685736363277991	0.309512632894522
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10019888	0.208730306114895	0.0749445032125072	0.00535059980399177
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10049088	0.22371557499414	0.0753647793452551	0.00299318769935102
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10132280	0.213244864209152	0.0750813857753721	0.00450876815592164
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10153926	0.215902669523649	0.0751596524396943	0.00407125465842595
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10164099	0.215516249223615	0.0751446801165768	0.00413052831496034
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs1017698	0.218076455843969	0.0750801576886571	0.00367744153244569
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs1020731	0.214435955718772	0.0751485699029181	0.00432414125563405
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs1035940	0.214137605932425	0.0751053353984613	0.00435595373795975
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs1045241	0.218589370527437	0.0750429114591061	0.003581370282448
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs1045411	0.215471838601021	0.075181873274953	0.00415683944563889
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10490869	0.217515190719118	0.0751898490847911	0.00381727431021196
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10499013	0.213198892594681	0.0750912333626069	0.00452270590413029
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10507223	0.214642122857129	0.0751409153816806	0.0042830233111239
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10761785	0.215497854011828	0.0752116421087232	0.0041672044534343
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10788569	0.210228466784182	0.074885819912072	0.00499555754340595
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10827252	0.215232037987522	0.0751519991214784	0.00418385786939234
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10840349	0.21147055063119	0.0750183657971612	0.00481859682717538
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10842707	0.199699121167259	0.0747213784437815	0.00752696452384885
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10843817	0.214261519236872	0.0751380587552435	0.00435037515422565
Pulit WHR EU sex combined 316 SNPs	Endometrial cancer || id:ebi-a-GCST006464	Pulit WHR EU sex combined 316 SNPs	ebi-a-GCST006464	121885	rs10851523	0.218034144883693	0.0750676017713613	0.00367835577340213
